applicant_id,first_name,last_name,email,phone_number,university,major,gpa,graduation_year,application_date,position_applied,years_of_experience,skills,application_status,salary_expectation,availability,resume_submitted,cover_letter,references_provided,full_name,days_since_application,experience_level,gpa_category
APP_0415,Matthew,Johnson,mjohnson@email.com,(614) 299-1208,Liberal Arts College,Psychology,3.2,2024.0,2024-05-29,Marketing Intern,0.0,Various technical skills,Submitted,19216.0,3 Months,True,True,5,Matthew Johnson,503.0,No Experience,3.0-3.4
APP_0416,James,Johnson,james.johnson@email.com,+1 (873) 370-9818,Tech Institute,Computer Science,2.7,2022.0,2024-05-19,Research Assistant,0.0,"Excel, Data Analysis, Tableau, R, JavaScript",Pending,28139.0,3 Months,False,True,2,James Johnson,513.0,No Experience,2.0-2.9
APP_0417,Matthew,Smith,msmith@email.com,(444) 726-7090,State University,Computer Science,2.22,2022.0,,Research Assistant,3.0,"Communication, Data Analysis, JavaScript, Project Management, Machine Learning, SQL, R",Submitted,29155.0,2-4 Weeks,True,False,4,Matthew Smith,,Intermediate (2-5 years),2.0-2.9
APP-0418,Jane,Martinez,jane.martinez@email.com,(909) 844-5622,State University,Data Science,3.28,2023.0,2024-01-31,Marketing Intern,0.0,"SQL, Python, R",Pending,16858.0,Unknown,False,False,0,Jane Martinez,622.0,No Experience,3.0-3.4
APP_0419,Amanda,Miller,amiller@email.com,(697) 596-7687,International University,Mathematics,4.0,2026.0,,Marketing Intern,0.0,Tableau,Rejected,23715.0,Immediate,True,True,0,Amanda Miller,,No Experience,3.5-4.0
APP_0419,Amanda,Miller,amiller7@email.com,(697) 596-7687,International University,Mathematics,4.0,2026.0,,Marketing Intern,0.0,Tableau,Rejected,23715.0,Immediate,True,True,0,Amanda Miller,,No Experience,3.5-4.0
APP-0421B,Christopher,Jones,jones.christopher@email.com,(589) 212-4845,Private College,Economics,2.89,2026.0,,Data Science Intern,4.0,"R, Machine Learning",Under Review,16768.0,Immediate,False,True,0,Christopher Jones,,Intermediate (2-5 years),2.0-2.9
APP_0422A,Emily,Jones,jones.emily@email.com,(584) 470-6986,Private College,Marketing,3.51,2022.0,,Software Developer Intern,0.0,Communication; Data Analysis; PowerPoint; Excel; Project Management; JavaScript,Accepted,23695.0,3 Months,False,True,4,Emily Jones,,No Experience,3.5-4.0
APP0423A,John,Martinez,jmartinez@email.com,+1 (496) 465-1654,Public University,Engineering,2.98,2023.0,,Data Science Intern,8.0,"Project Management, SQL, Python, Communication, JavaScript, R",Accepted,24612.0,1 Month,True,False,5,John Martinez,,Experienced (5+ years),2.0-2.9
APP0424A,John,Gonzalez,john87@email.com,(329) 598-1943,Private College,Data Science,3.31,2024.0,,Ux Design Intern,1.0,PowerPoint; Communication; JavaScript; Data Analysis; Java; Machine Learning; R; Excel,Accepted,28139.0,Unknown,True,False,3,John Gonzalez,,Beginner (0-2 years),3.0-3.4
APP0425B,James,Williams,james.williams@email.com,(891) 863-8116,Public University,Computer Science,3.23,2024.0,,Software Developer Intern,1.0,"Project Management, Tableau, Excel, Communication, Java, SQL",Accepted,30872.0,Unknown,True,False,0,James Williams,,Beginner (0-2 years),3.0-3.4
APP_0426,Jane,Martinez,jane15@email.com,(963) 427-5214,Tech Institute,Psychology,3.31,2026.0,,Research Assistant,0.0,"Tableau, SQL, Project Management, JavaScript, Excel, Machine Learning, Data Analysis, Java",Accepted,28139.0,Unknown,True,False,1,Jane Martinez,,No Experience,3.0-3.4
APP0427,Laura,Smith,smith.laura@email.com,+1 (789) 857-7063,Private College,Communications,3.29,2024.0,,Data Science Intern,3.0,"SQL, JavaScript, Tableau, Java, Python, Data Analysis, Excel, PowerPoint",Under Review,31599.0,Immediate,True,False,5,Laura Smith,,Intermediate (2-5 years),3.0-3.4
APP-0428,James,Garcia,jgarcia@email.com,(205) 207-1856,Online University,Marketing,3.07,2023.0,2024-03-07,Software Developer Intern,0.0,"JavaScript, Communication, Machine Learning",Accepted,23033.0,Immediate,True,True,2,James Garcia,586.0,No Experience,3.0-3.4
APP_0429A,Christopher,Rodriguez,christopher711@email.com,(475) 884-1198,Public University,Communications,3.08,2023.0,,Research Assistant,0.0,"Data Analysis, Excel, Machine Learning, Python, Project Management, SQL, Communication",Rejected,268751.0,2-4 Weeks,True,True,5,Christopher Rodriguez,,No Experience,3.0-3.4
APP0430B,Jane,Williams,jane632@email.com,(562) 743-3292,Public University,Mathematics,3.01,2023.0,,Ux Design Intern,2.0,"Communication, Excel, Machine Learning, SQL, JavaScript, Python, Project Management",Under Review,33695.0,Immediate,False,False,1,Jane Williams,,Beginner (0-2 years),3.0-3.4
APP0431,John,Lopez,john638@email.com,(414) 301-8265,Online University,Business Administration,3.34,2023.0,,Ux Design Intern,0.0,"Data Analysis, Excel, Tableau, Machine Learning, Python, JavaScript",Accepted,28139.0,1 Month,False,False,5,John Lopez,,No Experience,3.0-3.4
APP-0432,Jane,Lopez,jane844@email.com,(920) 465-2156,Tech Institute,Mathematics,2.24,2026.0,2024-06-24,Business Analyst Intern,0.0,"R, PowerPoint",Under Review,23636.0,Unknown,False,False,1,Jane Lopez,477.0,No Experience,2.0-2.9
APP-0433,David,Smith,smith.david@email.com,(358) 780-9847,Liberal Arts College,Economics,3.74,2026.0,,Software Developer Intern,1.0,PowerPoint,Accepted,29308.0,Flexible,False,True,1,David Smith,,Beginner (0-2 years),3.5-4.0
APP0435B,Robert,Wilson,wilson.robert@email.com,+1 (996) 842-5374,International University,Data Science,3.15,2025.0,,Marketing Intern,0.0,"SQL, Data Analysis, R, PowerPoint",Accepted,38045.0,1 Month,False,True,4,Robert Wilson,,No Experience,3.0-3.4
APP_0436A,Jane,Williams,jane944@email.com,(507) 292-7158,International University,Economics,4.0,2023.0,,Software Developer Intern,4.0,"Project Management, Java, PowerPoint, Excel, Communication",Under Review,24393.0,2 Weeks,True,False,2,Jane Williams,,Intermediate (2-5 years),3.5-4.0
APP-0437,Robert,Lopez,rlopez@email.com,(805) 936-3054,Online University,Communications,0.83,2024.0,,Software Developer Intern,0.0,PowerPoint; Communication; Java; Tableau; Machine Learning; JavaScript; Project Management,Submitted,37283.0,3 Months,True,True,4,Robert Lopez,,No Experience,Below 2.0
APP0438,Christopher,Lopez,lopez.christopher@email.com,+1 (353) 850-5987,Online University,Biology,3.63,2025.0,,Business Analyst Intern,0.0,"JavaScript, PowerPoint, SQL, Tableau, Communication, Python, Excel",Under Review,37456.0,2-4 Weeks,True,False,0,Christopher Lopez,,No Experience,3.5-4.0
APP_0439,John,Brown,john561@email.com,(899) 461-7542,State University,Data Science,2.77,2026.0,,Research Assistant,0.0,"Data Analysis, JavaScript, SQL, R, Java",Under Review,24486.0,Immediate,True,True,1,John Brown,,No Experience,2.0-2.9
APP_0440,Michelle,Miller,michelle824@email.com,+1 (519) 411-2381,Tech Institute,Mathematics,3.49,2023.0,2024-04-26,Business Analyst Intern,1.0,"SQL, R, PowerPoint, Python, Tableau, ",Accepted,23627.0,1 Month,True,False,0,Michelle Miller,536.0,Beginner (0-2 years),3.0-3.4
APP0441A,Christopher,Smith,christopher663@email.com,(227) 613-7698,Online University,Communications,3.31,2023.0,2024-01-05,Business Analyst Intern,0.0,SQL; Communication; Project Management,Rejected,28139.0,Immediate,False,True,0,Christopher Smith,648.0,No Experience,3.0-3.4
APP-0442,Michael,Johnson,michael.johnson@email.com,+1 (362) 449-5164,International University,Economics,2.99,2026.0,,Ux Design Intern,0.0,Communication,Accepted,26813.0,1 Month,False,False,1,Michael Johnson,,No Experience,2.0-2.9
APP_0443,Michael,Garcia,michael414@email.com,(262) 834-7824,Online University,Communications,3.59,2025.0,,Business Analyst Intern,0.0,"Tableau, R, JavaScript, Project Management, Data Analysis, Excel, Communication",Under Review,38169.0,Immediate,True,False,2,Michael Garcia,,No Experience,3.5-4.0
APP0444B,Laura,Johnson,johnson.laura@email.com,(477) 417-5695,Private College,Communications,4.0,2025.0,,Research Assistant,0.0,"Tableau, Java",Rejected,23023.0,Immediate,False,False,1,Laura Johnson,,No Experience,3.5-4.0
APP_0445,Laura,Lopez,laura98@email.com,+1 (949) 481-4407,Public University,Marketing,2.85,2023.0,,Marketing Intern,2.0,"Data Analysis, Java, PowerPoint, SQL",Under Review,17618.0,2 Weeks,False,False,5,Laura Lopez,,Beginner (0-2 years),2.0-2.9
APP_0446B,Daniel,Johnson,djohnson@email.com,+1 (558) 991-1451,Community College,Marketing,4.0,2022.0,,Data Science Intern,0.0,"Excel, Python",Under Review,23226.0,Unknown,True,False,0,Daniel Johnson,,No Experience,3.5-4.0
APP_0447,John,Smith,john.smith@email.com,(627) 627-2950,Online University,Engineering,2.81,2026.0,,Research Assistant,0.0,"PowerPoint, Data Analysis",Under Review,38115.0,2 Weeks,False,True,0,John Smith,,No Experience,2.0-2.9
APP0448B,Daniel,Hernandez,daniel.hernandez@email.com,+1 (913) 276-4491,Tech Institute,Business_Administration,3.59,2022.0,,Marketing Intern,0.0,SQL; JavaScript; Communication; Java; R,Submitted,21079.0,Immediate,False,True,2,Daniel Hernandez,,No Experience,3.5-4.0
,Emily,Unknown,emily.garcia@email.com,,Unknown,Unknown,3.31,2024.0,,Unknown,0.0,,Under Review,28139.0,Unknown,False,False,0,Emily Unknown,,No Experience,3.0-3.4
APP0450,Amanda,Wilson,amanda.wilson@email.com,(205) 203-7747,Tech Institute,Computer Science,3.48,2022.0,,Business Analyst Intern,0.0,"SQL, JavaScript, Communication",Under Review,34857.0,Flexible,True,True,0,Amanda Wilson,,No Experience,3.0-3.4
,Unknown,Martinez,,(806) 334-1125,Online University,Unknown,3.31,2024.0,,Unknown,0.0,,Unknown,28139.0,Unknown,False,False,4,Unknown Martinez,,No Experience,3.0-3.4
APP_0452,Amanda,Lopez,alopez@email.com,(889) 432-8612,Public University,Data Science,3.55,2025.0,2024-04-13,Research Assistant,0.0,"R, Data Analysis, Project Management, Excel, Python, Machine Learning, SQL, Java",Submitted,34914.0,Unknown,True,False,0,Amanda Lopez,549.0,No Experience,3.5-4.0
APP-0453,Robert,Garcia,robert280@email.com,(654) 624-2527,Community College,Communications,2.63,2024.0,,Software Developer Intern,3.0,"R, Python, Machine Learning",Rejected,28139.0,Immediate,True,False,5,Robert Garcia,,Intermediate (2-5 years),2.0-2.9
APP0454B,Sarah,Lopez,sarah.lopez@email.com,+1 (776) 587-1244,Community College,Psychology,4.0,2023.0,,Research Assistant,2.0,MACHINE LEARNING; TABLEAU; JAVASCRIPT,Under Review,20143.0,1 Month,True,True,0,Sarah Lopez,,Beginner (0-2 years),3.5-4.0
APP-0457,David,Williams,williams.david@email.com,+1 (338) 354-4250,International University,Data Science,3.6,2026.0,2024-01-22,Data Science Intern,10.0,"PowerPoint, R, JavaScript, Machine Learning",Pending,27455.0,Immediate,False,False,3,David Williams,631.0,Experienced (5+ years),3.5-4.0
APP-0458B,Sarah,Davis,sarah423@email.com,+1 (300) 997-5502,Private College,Data Science,2.73,2024.0,2024-04-04,Business Analyst Intern,0.0,"JavaScript, Communication, PowerPoint, R, Tableau, SQL",Pending,33931.0,Flexible,True,True,2,Sarah Davis,558.0,No Experience,2.0-2.9
APP_0459A,James,Smith,james429@email.com,(631) 984-3070,Community College,Engineering,2.47,2023.0,2024-05-27,Ux Design Intern,0.0,"SQL, JavaScript, Excel",Submitted,33587.0,2-4 Weeks,True,True,4,James Smith,505.0,No Experience,2.0-2.9
APP_0460,Daniel,Smith,daniel96@email.com,(524) 265-7466,Community College,Mathematics,2.52,2022.0,2024-01-02,Marketing Intern,4.0,Communication,Rejected,29790.0,Immediate,True,False,5,Daniel Smith,651.0,Intermediate (2-5 years),2.0-2.9
APP-0461,Laura,Lopez,laura9@email.com,+1 (629) 486-1851,Community College,Computer Science,3.98,2023.0,,Ux Design Intern,2.0,Machine Learning,Submitted,17013.0,Flexible,True,True,3,Laura Lopez,,Beginner (0-2 years),3.5-4.0
APP_0462B,Michael,Hernandez,michael.hernandez@email.com,(688) 517-8505,International University,Economics,3.69,2022.0,2024-01-10,Data Science Intern,2.0,"Tableau, Data Analysis",Under Review,31952.0,Immediate,True,True,4,Michael Hernandez,643.0,Beginner (0-2 years),3.5-4.0
APP_0463,Daniel,Garcia,dgarcia@email.com,(242) 936-6256,Liberal Arts College,Data Science,3.29,2025.0,,Software Developer Intern,0.0,Various technical skills,Rejected,20857.0,2-4 Weeks,False,True,4,Daniel Garcia,,No Experience,3.0-3.4
APP-0464A,Matthew,Garcia,mgarcia@email.com,(309) 444-1072,Community College,Engineering,4.0,2024.0,,Data Science Intern,0.0,"SQL, R, Communication, PowerPoint, Tableau",Submitted,21339.0,Flexible,False,False,5,Matthew Garcia,,No Experience,3.5-4.0
APP0465B,Laura,Wilson,wilson.laura@email.com,(558) 990-7533,Private College,Marketing,3.57,2024.0,2024-01-05,Data Science Intern,0.0,"SQL, Project Management, Tableau, R, JavaScript",Pending,28139.0,Immediate,False,True,3,Laura Wilson,648.0,No Experience,3.5-4.0
APP-0466A,Michelle,Smith,michelle.smith@email.com,(238) 963-2575,Community College,Psychology,2.78,2022.0,,Ux Design Intern,0.0,"Java, Data Analysis, SQL, Communication, Excel, PowerPoint, JavaScript, R",Under Review,22866.0,1 Month,False,True,3,Michelle Smith,,No Experience,2.0-2.9
APP-0467A,Michelle,Miller,michelle403@email.com,(370) 937-9160,Private College,Communications,3.34,2026.0,,Business Analyst Intern,0.0,"Communication, Python, JavaScript, Data Analysis",Accepted,38671.0,Immediate,True,True,4,Michelle Miller,,No Experience,3.0-3.4
APP-0468A,Michael,Rodriguez,michael964@email.com,(245) 377-9629,Community College,Business Administration,2.65,2023.0,,Business Analyst Intern,0.0,"SQL, Communication",Accepted,15122.0,Immediate,True,False,0,Michael Rodriguez,,No Experience,2.0-2.9
APP0469B,Christopher,Hernandez,hernandez.christopher@email.com,(883) 632-4813,State University,Economics,3.52,2025.0,2024-06-25,Ux Design Intern,1.0,"Tableau, JavaScript, Communication, Machine Learning",Rejected,21031.0,Immediate,False,False,4,Christopher Hernandez,476.0,Beginner (0-2 years),3.5-4.0
APP-0470,Christopher,Davis,christopher837@email.com,(856) 816-9810,Public University,Communications,3.71,2026.0,,Data Science Intern,0.0,R,Under Review,33069.0,3 Months,True,False,1,Christopher Davis,,No Experience,3.5-4.0
APP-0471B,Robert,Garcia,robert.garcia@email.com,(468) 476-3964,Public University,Computer Science,3.49,2023.0,,Software Developer Intern,0.0,Java,Submitted,20936.0,1 Month,False,False,4,Robert Garcia,,No Experience,3.0-3.4
APP0472,John,Miller,jmiller@email.com,+1 (342) 465-8392,Tech Institute,Marketing,3.4,2024.0,,Research Assistant,1.0,"Machine Learning, PowerPoint, JavaScript, R, Excel, SQL, Tableau",Rejected,31846.0,3 Months,True,False,2,John Miller,,Beginner (0-2 years),3.0-3.4
APP-0473A,Elizabeth,Hernandez,hernandez.elizabeth@email.com,(506) 730-6131,Liberal Arts College,Communications,3.69,2023.0,,Business Analyst Intern,1.0,"Machine Learning, Python, R, Project Management, Excel, SQL",Accepted,21457.0,Flexible,True,False,1,Elizabeth Hernandez,,Beginner (0-2 years),3.5-4.0
APP-0474,Daniel,Davis,daniel865@email.com,(553) 882-1078,State University,Engineering,2.56,2024.0,,Software Developer Intern,0.0,"DATA ANALYSIS, EXCEL, JAVASCRIPT, COMMUNICATION, POWERPOINT, PROJECT MANAGEMENT, SQL, JAVA",Submitted,21050.0,2-4 Weeks,False,True,3,Daniel Davis,,No Experience,2.0-2.9
,Unknown,Unknown,,(556) 499-6606,Unknown,Unknown,3.31,2025.0,,Unknown,0.0,,Unknown,28139.0,Unknown,True,False,0,Unknown Unknown,,No Experience,3.0-3.4
APP_0476,Matthew,Rodriguez,mrodriguez@email.com,(260) 634-4834,Online University,Communications,3.16,2026.0,,Data Science Intern,1.0,"JavaScript, Project Management, Java, SQL, Communication, Machine Learning, Data Analysis, Excel, ",Rejected,28139.0,Immediate,False,False,2,Matthew Rodriguez,,Beginner (0-2 years),3.0-3.4
APP_0477,David,Rodriguez,drodriguez@email.com,+1 (312) 935-6426,Community College,Communications,3.38,2026.0,2024-01-22,Marketing Intern,0.0,"Java, Project Management, Communication, R, Python, JavaScript, Data Analysis, Excel",Accepted,29003.0,1 Month,True,False,0,David Rodriguez,631.0,No Experience,3.0-3.4
APP-0478,Jessica,Wilson,wilson.jessica@email.com,(895) 671-8129,Public University,Communications,2.69,2025.0,,Data Science Intern,0.0,"Python, SQL, Tableau",Pending,25361.0,Unknown,False,False,3,Jessica Wilson,,No Experience,2.0-2.9
APP0479A,Jane,Jones,jones.jane@email.com,(556) 504-2127,Public University,Psychology,2.98,2023.0,,Business Analyst Intern,1.0,"JavaScript, Machine Learning",Under Review,38713.0,Immediate,False,False,0,Jane Jones,,Beginner (0-2 years),2.0-2.9
APP0480,Laura,Brown,laura523@email.com,(388) 247-1700,Online University,Mathematics,3.53,2025.0,2024-03-23,Marketing Intern,0.0,"Data Analysis, Java",Accepted,18764.0,1 Month,False,False,0,Laura Brown,570.0,No Experience,3.5-4.0
APP0481,Daniel,Lopez,lopez.daniel@email.com,(610) 309-3203,Public University,Mathematics,2.6,2024.0,2024-03-14,Ux Design Intern,1.0,"Project Management, Tableau, Java, Excel, Machine Learning",Pending,28634.0,2 Weeks,False,False,5,Daniel Lopez,579.0,Beginner (0-2 years),2.0-2.9
APP0482B,Emily,Jones,jones.emily@email.com,(468) 690-1445,Community College,Data Science,3.34,2022.0,,Marketing Intern,0.0,"Communication, SQL, Data Analysis",Pending,28139.0,Flexible,False,False,5,Emily Jones,,No Experience,3.0-3.4
APP0483,Michael,Rodriguez,michael.rodriguez@email.com,+1 (867) 254-8871,Public University,Engineering,3.37,2024.0,2024-02-04,Ux Design Intern,0.0,"Tableau, R, Machine Learning, Java, Data Analysis, Python",Accepted,20510.0,2-4 Weeks,True,False,1,Michael Rodriguez,618.0,No Experience,3.0-3.4
APP-0484,Sarah,Miller,sarah.miller@email.com,(981) 412-1212,Public University,Engineering,3.31,2023.0,,Marketing Intern,0.0,Excel; Data Analysis; Python; Project Management; Communication; R,Under Review,37768.0,Immediate,False,True,4,Sarah Miller,,No Experience,3.0-3.4
APP-0485,David,Davis,ddavis@email.com,(844) 956-5162,Tech Institute,Data Science,3.07,2026.0,2024-01-10,Software Developer Intern,1.0,"Java, JavaScript, Machine Learning, Excel, R",Accepted,35373.0,Immediate,False,False,5,David Davis,643.0,Beginner (0-2 years),3.0-3.4
APP_0486B,Daniel,Williams,dwilliams@email.com,(536) 866-2522,Public University,Business Administration,3.35,2024.0,,Software Developer Intern,1.0,"Project Management, SQL, Excel",Submitted,22690.0,Immediate,True,True,0,Daniel Williams,,Beginner (0-2 years),3.0-3.4
APP-0487,Amanda,Jones,amanda894@email.com,(231) 361-5579,Tech Institute,Marketing,3.76,2022.0,,Marketing Intern,0.0,"JAVASCRIPT, POWERPOINT",Submitted,17493.0,2 Weeks,False,False,2,Amanda Jones,,No Experience,3.5-4.0
APP_0488B,Matthew,Williams,mwilliams@email.com,(590) 643-7937,Community College,Communications,3.02,2025.0,,Business Analyst Intern,10.0,"Machine Learning, JavaScript, Excel",Accepted,39168.0,Unknown,False,True,2,Matthew Williams,,Experienced (5+ years),3.0-3.4
APP-0489,Michelle,Gonzalez,mgonzalez@email.com,(551) 221-8368,Online University,Economics,3.37,2026.0,,Business Analyst Intern,1.0,R; JavaScript; Communication; Java; PowerPoint,Submitted,19468.0,Unknown,False,False,2,Michelle Gonzalez,,Beginner (0-2 years),3.0-3.4
APP_0490,Robert,Rodriguez,robert626@email.com,(643) 798-1843,Public University,Psychology,3.17,2026.0,2024-03-24,Ux Design Intern,1.0,Project Management,Accepted,35011.0,Immediate,True,True,0,Robert Rodriguez,569.0,Beginner (0-2 years),3.0-3.4
APP_0491B,John,Hernandez,jhernandez@email.com,(801) 371-6425,Online University,Data Science,2.68,2023.0,,Ux Design Intern,2.0,"Project Management, Tableau",Rejected,31782.0,Immediate,True,False,0,John Hernandez,,Beginner (0-2 years),2.0-2.9
APP0492,David,Davis,ddavis@email.com,(925) 701-8531,Community College,Marketing,3.14,2024.0,,Research Assistant,2.0,"JavaScript, Java, Machine Learning, Project Management",Submitted,29630.0,Flexible,True,False,3,David Davis,,Beginner (0-2 years),3.0-3.4
APP_0493A,Michelle,Anderson,michelle552@email.com,+1 (991) 583-5466,Online University,Economics,2.86,2022.0,,Data Science Intern,1.0,"SQL, Python, PowerPoint, Tableau, Data Analysis",Accepted,35381.0,Immediate,False,False,0,Michelle Anderson,,Beginner (0-2 years),2.0-2.9
APP-0494B,Jane,Gonzalez,jgonzalez@email.com,(384) 405-3132,State University,Economics,3.76,2025.0,2024-05-26,Marketing Intern,0.0,"Tableau, Java, Project Management, Machine Learning, Communication, PowerPoint",Accepted,25222.0,Flexible,False,False,0,Jane Gonzalez,506.0,No Experience,3.5-4.0
APP-0495,Laura,Hernandez,hernandez.laura@email.com,+1 (958) 581-3181,Tech Institute,Data Science,3.31,2025.0,,Software Developer Intern,0.0,R,Under Review,17891.0,Unknown,False,True,2,Laura Hernandez,,No Experience,3.0-3.4
APP_0496B,Daniel,Wilson,wilson.daniel@email.com,(371) 467-8458,Liberal Arts College,Mathematics,3.31,2026.0,,Software Developer Intern,3.0,"Tableau, Excel, PowerPoint, Data Analysis, Project Management, Python, Java",Under Review,28710.0,Immediate,True,True,1,Daniel Wilson,,Intermediate (2-5 years),3.0-3.4
APP-0497B,Emily,Lopez,emily.lopez@email.com,+1 (538) 569-9500,Tech Institute,Communications,3.67,2023.0,2024-01-11,Business Analyst Intern,0.0,"Tableau, JavaScript, Excel, SQL, Machine Learning",Accepted,39101.0,2 Weeks,True,True,2,Emily Lopez,642.0,No Experience,3.5-4.0
APP0498,Christopher,Jones,cjones@email.com,+1 (528) 428-1638,Public University,Business Administration,3.31,2022.0,,Business Analyst Intern,0.0,"Tableau, Communication, JavaScript, Excel, R, SQL, Python, Machine Learning",Pending,17688.0,2 Weeks,False,True,5,Christopher Jones,,No Experience,3.0-3.4
APP-0499,Robert,Lopez,rlopez@email.com,+1 (715) 328-3489,Private College,Biology,3.27,2023.0,,Ux Design Intern,0.0,Python,Rejected,38050.0,3 Months,False,True,0,Robert Lopez,,No Experience,3.0-3.4
APP-0500,Matthew,Rodriguez,mrodriguez@email.com,(348) 824-6728,Private College,Marketing,3.55,2024.0,,Business Analyst Intern,1.0,"Excel, PowerPoint, Tableau, R, Python, Machine Learning, Communication, Project Management",Under Review,27744.0,Immediate,False,False,1,Matthew Rodriguez,,Beginner (0-2 years),3.5-4.0
APP0501,Daniel,Lopez,dlopez@email.com,+1 (290) 300-4170,Public University,Communications,3.45,2022.0,2024-02-24,Business Analyst Intern,2.0,"COMMUNICATION, JAVASCRIPT, MACHINE LEARNING, SQL, EXCEL, DATA ANALYSIS",Under Review,34284.0,Immediate,False,False,3,Daniel Lopez,598.0,Beginner (0-2 years),3.0-3.4
APP0501,Daniel,Lopez,dlopez4@email.com,+1 (290) 300-4170,Public University,Communications,3.45,2022.0,2024-02-24,Business Analyst Intern,2.0,"COMMUNICATION, JAVASCRIPT, MACHINE LEARNING, SQL, EXCEL, DATA ANALYSIS",Under Review,34284.0,Immediate,False,False,3,Daniel Lopez,598.0,Beginner (0-2 years),3.0-3.4
APP-0503A,Michael,Davis,mdavis@email.com,(922) 851-5769,Public University,Business Administration,3.63,2022.0,,Data Science Intern,0.0,"Java, R, Tableau, Excel, Communication, Machine Learning",Submitted,21019.0,Immediate,False,False,1,Michael Davis,,No Experience,3.5-4.0
APP0504,James,Martinez,jmartinez@email.com,+1 (691) 590-7720,State University,Data Science,3.48,2025.0,2024-05-21,Marketing Intern,1.0,"R, Machine Learning, Tableau, Data Analysis",Submitted,16340.0,Immediate,True,False,3,James Martinez,511.0,Beginner (0-2 years),3.0-3.4
APP-0505A,Laura,Williams,laura948@email.com,(927) 743-6718,Online University,Data Science,3.47,2026.0,,Business Analyst Intern,0.0,"Tableau, SQL, Communication",Under Review,28139.0,Unknown,True,False,3,Laura Williams,,No Experience,3.0-3.4
APP_0506,Sarah,Martinez,smartinez@email.com,(818) 999-3706,Online University,Economics,3.38,2022.0,,Software Developer Intern,0.0,R,Pending,36536.0,2-4 Weeks,True,False,3,Sarah Martinez,,No Experience,3.0-3.4
APP-0507A,David,Lopez,david.lopez@email.com,(910) 446-5889,Public University,Marketing,3.63,2026.0,,Ux Design Intern,0.0,"SQL, Communication, R, Data Analysis, PowerPoint, Excel, Project Management, JavaScript",Under Review,30322.0,3 Months,False,True,1,David Lopez,,No Experience,3.5-4.0
APP0508A,Elizabeth,Garcia,elizabeth768@email.com,(699) 570-9217,International University,Economics,3.35,2022.0,,Marketing Intern,1.0,Communication; JavaScript; Excel; Java; R; PowerPoint; SQL; Data Analysis,Under Review,28139.0,2-4 Weeks,False,True,3,Elizabeth Garcia,,Beginner (0-2 years),3.0-3.4
APP0509,Michael,Davis,michael.davis@email.com,(592) 671-5418,Online University,Mathematics,3.48,2022.0,,Data Science Intern,5.0,"POWERPOINT, JAVASCRIPT, R, DATA ANALYSIS, TABLEAU, PYTHON, PROJECT MANAGEMENT",Accepted,35057.0,Immediate,True,False,0,Michael Davis,,Intermediate (2-5 years),3.0-3.4
APP-0510,Amanda,Williams,williams.amanda@email.com,(521) 691-7783,Online University,Psychology,3.21,2024.0,,Data Science Intern,4.0,"JavaScript, PowerPoint, Data Analysis, Excel, Java, Project Management, Machine Learning",Rejected,23645.0,1 Month,False,False,3,Amanda Williams,,Intermediate (2-5 years),3.0-3.4
APP0511,Laura,Gonzalez,laura864@email.com,+1 (586) 581-4518,Online University,Economics,3.75,2023.0,,Data Science Intern,2.0,"Communication, Data Analysis",Pending,36979.0,1 Month,True,True,2,Laura Gonzalez,,Beginner (0-2 years),3.5-4.0
APP-0512A,Christopher,Brown,cbrown@email.com,(598) 211-4204,Tech Institute,Economics,3.27,2025.0,,Data Science Intern,0.0,"SQL, Java, PowerPoint, Communication, Python, Machine Learning, Excel",Accepted,28139.0,1 Month,True,False,2,Christopher Brown,,No Experience,3.0-3.4
APP_0513B,Michelle,Davis,michelle38@email.com,+1 (778) 936-8971,Public University,Business Administration,2.74,2022.0,2024-04-05,Business Analyst Intern,0.0,PowerPoint,Under Review,20631.0,Immediate,False,False,0,Michelle Davis,557.0,No Experience,2.0-2.9
APP_0514,Daniel,Garcia,dgarcia@email.com,(758) 436-9249,Community College,Business_Administration,3.5,2025.0,2024-02-11,Business Analyst Intern,0.0,"JavaScript, Java, Data Analysis, R",Accepted,18275.0,2-4 Weeks,True,False,3,Daniel Garcia,611.0,No Experience,3.5-4.0
APP-0515,Christopher,Smith,christopher915@email.com,(537) 295-7425,Public University,Economics,2.88,2022.0,2023-04-21,Ux Design Intern,1.0,"Project Management, Communication, JavaScript, Java, PowerPoint, Tableau, Machine Learning, Python",Under Review,23651.0,Immediate,True,True,4,Christopher Smith,907.0,Beginner (0-2 years),2.0-2.9
APP_0516,Amanda,Lopez,amanda.lopez@email.com,(793) 935-5897,Public University,Biology,3.81,2026.0,,Business Analyst Intern,0.0,"SQL, Communication, Tableau, JavaScript, Excel, PowerPoint, Project Management, R",Under Review,29217.0,Immediate,False,True,1,Amanda Lopez,,No Experience,3.5-4.0
APP-0517,Michael,Brown,michael.brown@email.com,(810) 583-8674,Public University,Computer Science,3.47,2023.0,,Software Developer Intern,2.0,Tableau,Accepted,28139.0,1 Month,True,True,1,Michael Brown,,Beginner (0-2 years),3.0-3.4
APP_0518B,Robert,Smith,smith.robert@email.com,(549) 648-9809,Liberal Arts College,Computer_Science,2.53,2022.0,,Marketing Intern,0.0,"R, JavaScript, Java, Data Analysis, Python, SQL, Machine Learning, Tableau",Accepted,26965.0,Immediate,False,True,3,Robert Smith,,No Experience,2.0-2.9
