applicant_id,first_name,last_name,email,phone_number,university,major,gpa,graduation_year,application_date,position_applied,years_of_experience,skills,application_status,salary_expectation,availability,resume_submitted,cover_letter,references_provided
APP0438,Christopher,Lopez,lopez.christopher@email.com,+13538505987,ONLINE UNIVERSITY,Biology,3.63,2025.0,21-04-2024,Business Analyst Intern,0.0,"JavaScript, PowerPoint, SQL, Tableau, Communication, Python, Excel",In Process,37456,2-4 weeks ,Yes,,0.0
APP_0439,John,Brown,john561 at email.com,899.461.7542,State University,Data Science,2.77,2026.0,02-04-2024,Research Assistant,0.0,"Data Analysis, JavaScript, SQL, R, Java",In Process,24486,Immediate,Yes,YES,1.0
APP_0440,MICHELLE,Miller,michelle824@email.com,+15194112381,Tech Institute ,Mathematics,3.49,2023.0,2024-04-26,Business Analyst Intern,1.0,"SQL, R, PowerPoint, Python, Tableau, ",Accepted,23627,1 month,True,no,0.0
APP0441A,Christopher,Smith,CHRISTOPHER663@EMAIL.COM,227.613.7698,Online University,Communications,,2023.0,2024-01-05,Business Analyst Intern,0.0,SQL; Communication; Project Management,Rejected,, ASAP,0,Yes,0.0
APP-0442,Michael,Johnson,michael.johnson@email.com,+13624495164,International University,Economics,2.99,2026.0,01/02/2024,UX Design Intern,0.0,Communication,Accepted,26813,1 month,No,,1.0
APP_0443,Michael,Garcia,michael414@email.com,262.834.7824,Online University,Communications,3.59,2025.0,10-02-2024,Business Analyst Intern,0.0,"Tableau, R, JavaScript, Project Management, Data Analysis, Excel, Communication",In Process,38169, ASAP,1,No,2.0
APP0444B,Laura,Johnson,johnson.laura@email.com,477-417-5695,Private College,Communications,4.32,2025.0,06/12/2024,Research Assistant,0.0,"Tableau, Java", rejected ,23023,Immediate,False,no,1.0
APP_0445,Laura ,Lopez,laura 98@email.com,+19494814407,Public University,Marketing,2.85,2023.0,05/28/2024,marketing intern,2.0,"Data Analysis, Java, PowerPoint, SQL",review,17618,2 weeks,0,no,5.0
APP_0446B,Daniel,Johnson,djohnson@email.com,+15589911451,Community College,Marketing,4.15,2022.0,"Jun 19, 2024",Data Science Intern,0.0,"Excel, Python",review,23226,Unknown,True,no,0.0
APP_0447,John,Smith,john.smith@email.com,(627) 627-2950,Online University,Engineering,2.81,2026.0,23-02-2024,Research Assistant,0.0,"PowerPoint, Data Analysis",Under Review,38115,2 weeks,0,YES,0.0
APP0448B,Daniel,Hernandez,daniel.hernandez@email.com,+19132764491,Tech Institute,Business_Administration,3.59,2022.0,"Jun 12, 2024",Marketing Intern,0.0,SQL; JavaScript; Communication; Java; R,Submitted,21079, ASAP,No,True,2.0
,Emily,,emily.garcia at email.com,,,,,,09-06-2024,,,,In Process,,,,,
APP0450,Amanda,Wilson,amanda.wilson@email.com,205.203.7747,Tech Institute,Computer Science,3.48,2022.0,02/13/2024,Business Analyst Intern,0.0,"SQL, JavaScript, Communication",In Process,34857,Flexible,True,YES,0.0
,,Martinez,,806.334.1125,Online University,,,,,,,,,,,,,4.0
APP_0452,Amanda ,Lopez,alopez at email.com,889-432-8612,Public University,Data Science,3.55,2025.0,2024-04-13,Research Assistant,0.0,"R, Data Analysis, Project Management, Excel, Python, Machine Learning, SQL, Java",Submitted,34914,Unknown,True,no,0.0
APP-0453,Robert,Garcia,robert280@email.com,654-624-2527,Community College,Communications,2.63,2024.0,"Jun 05, 2024",Software Developer Intern,3.0,"R, Python, Machine Learning", rejected ,,Immediate,True,no,5.0
APP0454B,Sarah,Lopez,sarah.lopez@email.com,+17765871244,Community College,Psychology,4.0,2023.0,15-03-2024,Research Assistant,2.0,MACHINE LEARNING; TABLEAU; JAVASCRIPT,Under Review,20143,1 month,True,YES,0.0
APP0454B,Sarah,Lopez,sarah.lopez@email.com,+17765871244,Community College,Psychology,4.0,2023.0,15-03-2024,Research Assistant,2.0,MACHINE LEARNING; TABLEAU; JAVASCRIPT,Under Review,20143,1 month,True,YES,0.0
APP0454B,Sarah,Lopez,sarah.lopez@email.com,+17765871244,Community College,Psychology,4.0,2023.0,15-03-2024,Research Assistant,2.0,MACHINE LEARNING; TABLEAU; JAVASCRIPT,Under Review,20143,1 month,True,YES,0.0
APP-0457,David,Williams,williams.david at email.com,+13383544250,International University,Data Science,3.6,2026.0,2024-01-22,Data Science Intern,20.0,"PowerPoint, R, JavaScript, Machine Learning",Pending,27455, ASAP,False,No,3.0
APP-0458B,Sarah,Davis,sarah423@email.com,+13009975502,Private College,Data Science,2.73,2024.0,2024-04-04,Business Analyst Intern,0.0,"JavaScript, Communication, PowerPoint, R, Tableau, SQL",Pending,33931,Flexible,True,Yes,2.0
APP_0459A,James,Smith,james429@email.com,631-984-3070,Community College,Engineering,2.47,2023.0,2024-05-27,UX Design Intern,0.0,"SQL, JavaScript, Excel",Submitted,33587,2-4 weeks ,Yes,Yes,4.0
APP_0460,Daniel,Smith,daniel96@email.com,524.265.7466,Community College,Mathematics,2.52,2022.0,2024-01-02,Marketing Intern,4.0,Communication, rejected ,29790, ASAP,1,No,5.0
APP-0461,Laura,Lopez,laura9@email.com,+16294861851,Community College,Computer Science,3.98,2023.0,25-03-2024,UX Design Intern,2.0,Machine Learning,Submitted,17013,Flexible,True,YES,3.0
APP_0462B,Michael,Hernandez,michael.hernandez@email.com,(688) 517-8505,International University,Economics,3.69,2022.0,2024-01-10,Data Science Intern,2.0,"Tableau, Data Analysis",Under Review,31952, ASAP,True,True,4.0
APP_0463,Daniel,Garcia,dgarcia@email.com,(242) 936-6256,Liberal Arts College,Data Science,3.29,2025.0,05/28/2024,software developer intern,0.0,Various technical skills, rejected ,20857,2-4 weeks ,No,True,4.0
APP-0464A,MATTHEW,Garcia,mgarcia@email.com,309-444-1072,Community College,Engineering,4.0,2024.0,"May 01, 2024",Data Science Intern,0.0,"SQL, R, Communication, PowerPoint, Tableau",Submitted,21339,Flexible,No,No,5.0
APP0465B,Laura,Wilson,wilson.laura@email.com,558.990.7533,Private College,Marketing,3.57,2024.0,2024-01-05,Data Science Intern,0.0,"SQL, Project Management, Tableau, R, JavaScript",Pending,Negotiable,Immediate,0,YES,3.0
APP-0466A,Michelle,Smith,michelle.smith@email.com,(238) 963-2575,Community College,Psychology,2.78,2022.0,05/22/2024,UX Design Intern,0.0,"Java, Data Analysis, SQL, Communication, Excel, PowerPoint, JavaScript, R",review,22866,1 month,False,Yes,3.0
APP-0467A,Michelle,Miller,michelle403@email.com,(370) 937-9160,Private College,Communications,3.34,2026.0,27-03-2024,Business Analyst Intern,0.0,"Communication, Python, JavaScript, Data Analysis",Accepted,38671,Immediate,True,True,4.0
APP-0468A,Michael ,Rodriguez,michael 964@email.com,(245) 377-9629,Community College,Business Administration,2.65,2023.0,"Apr 16, 2024",Business Analyst Intern,,"SQL, Communication",ACCEPTED,15122,immediate,True,,0.0
APP0469B,Christopher,Hernandez,hernandez.christopher@email.com,883.632.4813,State University,Economics,3.52,2025.0,2024-06-25,UX Design Intern,1.0,"Tableau, JavaScript, Communication, Machine Learning",Rejected,21031, ASAP,No,no,4.0
APP-0470,Christopher,Davis,christopher837@email.com,(856) 816-9810,Public University,Communications,3.71,2026.0,07-04-2023,Data Science Intern,0.0,R,Under Review,33069,3 months,True,,1.0
APP-0471B,Robert,Garcia,robert.garcia@email.com,468.476.3964,Public University,Computer Science,3.49,2023.0,05/30/2023,Software Developer Intern,0.0,Java,Submitted,20936,1 month,False,no,4.0
APP0472,John,miller,jmiller at email.com,+13424658392,Tech Institute,Marketing,3.4,2024.0,18-06-2024,Research Assistant,1.0,"Machine Learning, PowerPoint, JavaScript, R, Excel, SQL, Tableau", rejected ,31846,3 months,1,No,2.0
APP-0473A,Elizabeth,Hernandez,hernandez.elizabeth@email.com,(506) 730-6131,Liberal Arts College,Communications,3.69,2023.0,17-06-2024,Business Analyst Intern,1.0,"Machine Learning, Python, R, Project Management, Excel, SQL",ACCEPTED,21457,Flexible,1,,1.0
APP-0474,Daniel,Davis,daniel865@email.com,(553) 882-1078,State University,Engineering,2.56,2024.0,25-01-2024,Software Developer Intern,,"DATA ANALYSIS, EXCEL, JAVASCRIPT, COMMUNICATION, POWERPOINT, PROJECT MANAGEMENT, SQL, JAVA",Submitted,21050,2-4 weeks ,False,True,3.0
,,,,556-499-6606,,,,2025.0,,,,,,,,Yes,,
APP_0476,Matthew,Rodriguez,mrodriguez at email.com,(260) 634-4834,ONLINE UNIVERSITY,Communications,3.16,2026.0,05/18/2024,Data Science Intern,1.0,"JavaScript, Project Management, Java, SQL, Communication, Machine Learning, Data Analysis, Excel, ",Rejected,,immediate,False,no,2.0
APP_0477,David,Rodriguez,drodriguez@email.com,+13129356426,Community College,Communications,3.38,2026.0,2024-01-22,Marketing Intern,0.0,"Java, Project Management, Communication, R, Python, JavaScript, Data Analysis, Excel",ACCEPTED,29003,1 month,True,False,0.0
APP-0478,Jessica,Wilson,wilson.jessica@email.com,895-671-8129,Public University,Communications,2.69,2025.0,21-01-2024,Data Science Intern,0.0,"Python, SQL, Tableau",Pending,25361,Unknown,No,,3.0
APP0479A,JANE,Jones,jones.jane@email.com,(556) 504-2127,Public University ,Psychology,2.98,2023.0,03-03-2024,Business Analyst Intern,1.0,"JavaScript, Machine Learning",Under Review,38713, ASAP,No,,0.0
APP0480,Laura,Brown,laura523@email.com,(388) 247-1700,Online University ,Mathematics,3.53,2025.0,2024-03-23,Marketing Intern,0.0,"Data Analysis, Java",ACCEPTED,18764,1 month,No,no,0.0
APP0481,Daniel,Lopez,lopez.daniel@email.com,610-309-3203,Public University,Mathematics,2.6,2024.0,2024-03-14,UX Design Intern,1.0,"Project Management, Tableau, Java, Excel, Machine Learning",Pending,28634,2 weeks,False,False,5.0
APP0482B,Emily,Jones,jones.emily@email.com,(468) 690-1445,COMMUNITY COLLEGE,Data Science,3.34,2022.0,06/03/2024,Marketing Intern,0.0,"Communication, SQL, Data Analysis",Pending,,Flexible,No,False,5.0
APP0483,Michael,Rodriguez,MICHAEL.RODRIGUEZ@EMAIL.COM,+18672548871,Public University,Engineering,3.37,2024.0,2024-02-04,UX Design Intern,0.0,"Tableau, R, Machine Learning, Java, Data Analysis, Python",Accepted,20510,2-4 weeks ,Yes,no,1.0
APP-0484,Sarah,Miller,sarah.miller@email.com,981.412.1212,Public University,Engineering,,2023.0,02/26/2024,Marketing Intern,0.0,Excel; Data Analysis; Python; Project Management; Communication; R,In Process,37768, ASAP,0,True,4.0
APP-0485,David,Davis,ddavis@email.com,844.956.5162,Tech Institute,Data Science,3.07,2026.0,2024-01-10,software developer intern,1.0,"Java, JavaScript, Machine Learning, Excel, R",ACCEPTED,35373,Immediate,No,False,5.0
APP_0486B,Daniel ,Williams,dwilliams@email.com,536-866-2522,PUBLIC UNIVERSITY,Business Administration,3.35,2024.0,27-02-2024,Software Developer Intern,1.0,"Project Management, SQL, Excel",Submitted,22690, ASAP,Yes,Yes,0.0
APP-0487,Amanda,Jones,amanda894@email.com,(231) 361-5579,Tech Institute,Marketing,3.76,2022.0,27-05-2024,Marketing Intern,0.0,"JAVASCRIPT, POWERPOINT",Submitted,17493,2 weeks,0,No,2.0
APP_0488B,Matthew,Williams,mwilliams@email.com,(590) 643-7937,Community College ,Communications,3.02,2025.0,03/19/2024,Business Analyst Intern,33.0,"Machine Learning, JavaScript, Excel",Accepted,39168,Unknown,No,True,2.0
APP-0489,Michelle,Gonzalez,mgonzalez@email.com,551-221-8368,Online University,Economics,3.37,2026.0,01/03/2024,Business Analyst Intern,1.0,R; JavaScript; Communication; Java; PowerPoint,Submitted,19468,Unknown,No,No,2.0
APP_0490,Robert,Rodriguez,robert626@email.com,643-798-1843,Public University,Psychology,3.17,2026.0,2024-03-24,UX Design Intern,1.0,Project Management,Accepted,35011, ASAP,1,YES,0.0
APP_0491B,John,Hernandez,jhernandez@email.com,801.371.6425,ONLINE UNIVERSITY,Data Science,2.68,2023.0,"Jun 29, 2024",UX Design Intern,2.0,"Project Management, Tableau", rejected ,31782,immediate,True,False,0.0
APP0492,David,Davis,ddavis at email.com,925-701-8531,Community College,Marketing,3.14,2024.0,24-02-2024,Research Assistant,2.0,"JavaScript, Java, Machine Learning, Project Management",Submitted,29630,Flexible,Yes,no,3.0
APP_0493A,Michelle,Anderson,michelle552@email.com,+19915835466,Online University,Economics,2.86,2022.0,01/08/2024,Data Science Intern,1.0,"SQL, Python, PowerPoint, Tableau, Data Analysis",ACCEPTED,35381,Immediate,0,False,0.0
APP-0494B,Jane,Gonzalez,jgonzalez@email.com,384.405.3132,State University ,Economics,3.76,2025.0,2024-05-26,Marketing Intern,0.0,"Tableau, Java, Project Management, Machine Learning, Communication, PowerPoint",ACCEPTED,25222,Flexible,No,no,0.0
APP-0495,LAURA,Hernandez,hernandez.laura@email.com,+19585813181,Tech Institute,Data Science,,2025.0,01/01/2024,Software Developer Intern,0.0,R,Under Review,17891,Unknown,No,Yes,2.0
APP_0496B,Daniel,Wilson,wilson.daniel@email.com,(371) 467-8458,Liberal Arts College,Mathematics,,2026.0,27-02-2024,software developer intern,3.0,"Tableau, Excel, PowerPoint, Data Analysis, Project Management, Python, Java",In Process,28710,immediate,True,YES,1.0
APP-0497B,Emily,Lopez,emily.lopez@email.com,+15385699500,Tech Institute,Communications,3.67,2023.0,2024-01-11,Business Analyst Intern,,"Tableau, JavaScript, Excel, SQL, Machine Learning",Accepted,39101,2 weeks,True,True,2.0
APP0498,CHRISTOPHER,Jones,cjones@email.com,+15284281638,Public University,Business Administration,,2022.0,"Jun 06, 2024",Business Analyst Intern,0.0,"Tableau, Communication, JavaScript, Excel, R, SQL, Python, Machine Learning",Pending,17688,2 weeks,No,Yes,5.0
APP-0499,Robert,lopez,rlopez@email.com,+17153283489,Private College,Biology,3.27,2023.0,01/08/2024,UX Design Intern,0.0,Python,Rejected,38050,3 months,False,Yes,0.0
APP-0500,Matthew,Rodriguez,mrodriguez@email.com,(348) 824-6728,PRIVATE COLLEGE,Marketing,3.55,2024.0,02/14/2024,Business Analyst Intern,1.0,"Excel, PowerPoint, Tableau, R, Python, Machine Learning, Communication, Project Management",review,27744,immediate,No,,1.0
APP0501,Daniel,Lopez,dlopez@email.com,+12903004170,Public University,Communications,3.45,2022.0,2024-02-24,Business Analyst Intern,2.0,"COMMUNICATION, JAVASCRIPT, MACHINE LEARNING, SQL, EXCEL, DATA ANALYSIS",In Process,34284,immediate,0,no,3.0
APP0501,Daniel,Lopez,dlopez4@email.com,+12903004170,Public University,Communications,3.45,2022.0,2024-02-24,Business Analyst Intern,2.0,"COMMUNICATION, JAVASCRIPT, MACHINE LEARNING, SQL, EXCEL, DATA ANALYSIS",In Process,34284,immediate,0,no,3.0
APP-0503A,Michael,Davis,mdavis@email.com,922.851.5769,Public University,Business Administration,3.63,2022.0,"Jun 07, 2024",Data Science Intern,0.0,"Java, R, Tableau, Excel, Communication, Machine Learning",Submitted,21019,Immediate,No,,1.0
APP0504,James,Martinez,jmartinez@email.com,+16915907720,State University,Data Science,3.48,2025.0,2024-05-21,Marketing Intern,1.0,"R, Machine Learning, Tableau, Data Analysis",Submitted,16340, ASAP,Yes,False,3.0
APP-0505A,LAURA,Williams,laura948@email.com,927-743-6718,Online University,Data Science,3.47,2026.0,"Jan 06, 2024",Business Analyst Intern,0.0,"Tableau, SQL, Communication",review,,Unknown,True,,3.0
APP_0506,Sarah,Martinez,smartinez@email.com,818-999-3706,Online University,Economics,3.38,2022.0,"Mar 30, 2024",Software Developer Intern,,R,Pending,36536,2-4 weeks ,Yes,,3.0
APP-0507A,DAVID,Lopez,david.lopez@email.com,(910) 446-5889,Public University,Marketing,3.63,2026.0,03/08/2024,UX Design Intern,0.0,"SQL, Communication, R, Data Analysis, PowerPoint, Excel, Project Management, JavaScript",Under Review,30322,3 months,0,YES,1.0
APP0508A,Elizabeth,garcia,elizabeth768@email.com,(699) 570-9217,International University,Economics,3.35,2022.0,"Apr 12, 2024",Marketing Intern,1.0,Communication; JavaScript; Excel; Java; R; PowerPoint; SQL; Data Analysis,review,,2-4 weeks ,False,True,3.0
APP0509,Michael,Davis,MICHAEL.DAVIS@EMAIL.COM,(592) 671-5418,Online University,Mathematics,3.48,2022.0,"May 29, 2024",Data Science Intern,5.0,"POWERPOINT, JAVASCRIPT, R, DATA ANALYSIS, TABLEAU, PYTHON, PROJECT MANAGEMENT",Accepted,35057,Immediate,Yes,No,0.0
APP-0510,Amanda,Williams,williams.amanda@email.com,(521) 691-7783,Online University,Psychology,3.21,2024.0,"Feb 09, 2024",Data Science Intern,4.0,"JavaScript, PowerPoint, Data Analysis, Excel, Java, Project Management, Machine Learning",Rejected,23645,1 month,False,,3.0
APP0511,Laura,Gonzalez,laura864@email.com,+15865814518,Online University,Economics,3.75,2023.0,05-01-2024,Data Science Intern,2.0,"Communication, Data Analysis",Pending,36979,1 month,True,Yes,2.0
APP-0512A,Christopher,Brown,cbrown@email.com,(598) 211-4204,Tech Institute,Economics,3.27,2025.0,03-06-2023,Data Science Intern,0.0,"SQL, Java, PowerPoint, Communication, Python, Machine Learning, Excel",Accepted,,1 month,Yes,False,2.0
APP_0513B,Michelle,Davis,michelle38@email.com,+17789368971,Public University,Business Administration,2.74,2022.0,2024-04-05,Business Analyst Intern,0.0,PowerPoint,review,20631, ASAP,False,No,0.0
APP_0514,Daniel,Garcia,dgarcia@email.com,(758) 436-9249,Community College,Business_Administration,3.5,2025.0,2024-02-11,business analyst intern,0.0,"JavaScript, Java, Data Analysis, R",Accepted,18275,2-4 weeks ,True,,3.0
APP-0515,Christopher,Smith,christopher915@email.com,537-295-7425,Public University,Economics,2.88,2022.0,2023-04-21,UX Design Intern,1.0,"Project Management, Communication, JavaScript, Java, PowerPoint, Tableau, Machine Learning, Python",In Process,23651,immediate,True,YES,4.0
APP_0516,Amanda,Lopez,amanda.lopez@email.com,793.935.5897,Public University,Biology,3.81,2026.0,25-04-2024,Business Analyst Intern,0.0,"SQL, Communication, Tableau, JavaScript, Excel, PowerPoint, Project Management, R",review,29217, ASAP,0,True,1.0
APP-0517,Michael,Brown,michael.brown@email.com,810-583-8674,PUBLIC UNIVERSITY,Computer Science,3.47,2023.0,02-03-2024,Software Developer Intern,2.0,Tableau,Accepted,,1 month,1,True,1.0
APP_0518B,Robert,Smith,smith.robert@email.com,549.648.9809,Liberal Arts College,Computer_Science,2.53,2022.0,07-04-2024,Marketing Intern,0.0,"R, JavaScript, Java, Data Analysis, Python, SQL, Machine Learning, Tableau",ACCEPTED,26965,immediate,No,True,3.0
APP-0519,Robert,smith,rsmith@email.com,413.806.3158,Public University,Business Administration,3.65,2023.0,10-02-2024,research assistant,1.0,"Project Management, Data Analysis, Tableau, Excel, Machine Learning, Python, JavaScript, Communication",In Process,,Immediate,1,no,2.0
APP_0520,David,Smith,david.smith@email.com,(569) 504-7005,Public University,Business Administration,3.41,2022.0,"Apr 13, 2024",Marketing Intern,,"Python, PowerPoint, Machine Learning, R, Excel, Data Analysis, Project Management",ACCEPTED,28038,Unknown,No,Yes,0.0
APP_0521B,Daniel,Martinez,daniel275@email.com,297-573-1725,Liberal Arts College,Computer Science,,2024.0,05/23/2024,Business Analyst Intern,0.0,"Data Analysis, PowerPoint, Python",Rejected,35697,immediate,True,Yes,3.0
APP0522,Michael,Jones,michael478@email.com,+14437967750,Tech Institute,Economics,3.59,2023.0,"Mar 01, 2024",Business Analyst Intern,2.0,"JavaScript, Project Management, Excel, Communication, R",review,39663,Flexible,1,,5.0
APP-0523,Emily,martinez,emily.martinez@email.com,209.815.2078,Liberal Arts College,Biology,3.32,2025.0,06/26/2024,Marketing Intern,33.0,"Python, Data Analysis, Java, Excel",Accepted,21040,1 month,Yes,Yes,2.0
APP_0524B,Michelle ,martinez,michelle 68@email.com,825-740-5471,Online University,Economics,3.09,2025.0,22-01-2024,Software Developer Intern,0.0,"Communication, Excel, PowerPoint",Submitted,29166,Flexible,No,Yes,5.0
,,Davis,,813.347.2002,,,,,2024-04-12,Software Developer Intern,1.0,"Communication, R, SQL",,,2-4 weeks ,,,
APP-0526A,Jane,Williams,jwilliams@email.com,+13612564960,Liberal Arts College,Economics,3.12,2024.0,03-04-2024,Research Assistant,,"Project Management, Python, Excel, SQL, Machine Learning",Under Review,17870,1 month,False,True,0.0
,,Wilson,michael.wilson@email.com,,,,3.88,,,,,,,27629,,,,
APP-0528,DANIEL,Anderson,anderson.daniel at email.com,311-245-2288,Tech Institute,Marketing,2.95,2025.0,2024-04-10,Research Assistant,0.0,"Communication, Machine Learning, R, Java, Data Analysis, JavaScript, Excel, Python", rejected ,16123,Immediate,False,False,3.0
APP0529,Sarah,Hernandez,shernandez@email.com,+17464271814,Community College,Marketing,3.62,2025.0,2024-03-08,Marketing Intern,0.0,"Java, Machine Learning, R, PowerPoint, Communication, Python, ",Accepted,31507,Immediate,False,True,1.0
APP0530,David,Garcia,dgarcia@email.com,(688) 693-4964,Online University,Engineering,2.9,2023.0,01/27/2024,Data Science Intern,0.0,"R, Communication, Python, Data Analysis, Project Management", rejected ,35679,2-4 weeks ,1,True,3.0
APP0531B,Robert,johnson,robert791@email.com,230-794-2302,International University,Communications,2.88,2025.0,15-04-2024,Software Developer Intern,0.0,"Communication, JavaScript, R, Java, Tableau, Machine Learning, PowerPoint, SQL",Submitted,27198, ASAP,No,,0.0
APP0532B,Michael ,Hernandez,michael .hernandez@email.com,(369) 990-9304,International University,Communications,2.53,2022.0,"May 22, 2024",Marketing Intern,1.0,"Machine Learning, Excel, Project Management, Data Analysis, SQL, Python",review,22690,2-4 weeks ,Yes,YES,0.0
APP0533,Sarah,Anderson,sarah.anderson@email.com,(818) 980-5072,Tech Institute,Communications,2.82,2023.0,"Mar 21, 2024",Data Science Intern,0.0,"Tableau, Machine Learning, Project Management, JavaScript, Excel, Python, Communication, Java", rejected ,26200,2 weeks,False,YES,5.0
APP0534,John,jones,john2@email.com,(595) 664-2639,Private College,Engineering,3.23,2022.0,"Jun 18, 2024",Data Science Intern,3.0,"JavaScript, PowerPoint, Excel, Data Analysis",Accepted,39503,Flexible,False,,5.0
APP0534,John,jones,john2@email.com,(595) 664-2639,Private College,Engineering,3.23,2022.0,"Jun 18, 2024",Data Science Intern,3.0,"JavaScript, PowerPoint, Excel, Data Analysis",Accepted,39503,Flexible,False,,5.0
APP_0536,Jessica,Hernandez,jhernandez@email.com,(654) 740-2691,Tech Institute,Psychology,4.0,2025.0,"Apr 18, 2024",Marketing Intern,0.0,"Communication, R, Project Management, SQL, JavaScript, Excel, Python",Submitted,37764,1 month,0,no,2.0
APP0537,Sarah,Lopez,lopez.sarah@email.com,400.964.6717,Liberal Arts College,Biology,3.03,2025.0,2024-06-18,UX Design Intern,7.0,"Java; PowerPoint; Data Analysis; Tableau, ",Accepted,38497,2 weeks,False,YES,0.0
APP_0538A,Elizabeth,Gonzalez,gonzalez.elizabeth at email.com,456.877.3167,Private College,Engineering,3.77,2026.0,2024-02-02,ux design intern,1.0,Python,In Process,30062,3 months,Yes,,2.0
APP-0539,David,johnson,djohnson@email.com,786-839-1839,International University,Economics,,2025.0,04/29/2024,Research Assistant,0.0,"Communication, Tableau, Java, SQL, Machine Learning, Python",Under Review,18983,2-4 weeks ,True,False,5.0
APP-0540A,John,Williams,williams.john@email.com,623-673-8119,Liberal Arts College,Biology,3.95,2022.0,01/27/2024,Software Developer Intern,0.0,"SQL, Communication, R, Project Management, Tableau, PowerPoint",review,18701,2 weeks,Yes,,1.0
APP0541,MICHELLE ,Jones,jones.michelle @email.com,915.370.8888,Tech Institute ,Marketing,3.05,2026.0,"Mar 01, 2024",Marketing Intern,2.0,"Communication, Python, JavaScript, SQL, Data Analysis, Machine Learning, Excel, ",ACCEPTED,33718,3 months,Yes,no,4.0
APP_0542B,Michael,Martinez,michael463@email.com,635.351.6818,Tech Institute,Marketing,3.08,2026.0,02/11/2024,Software Developer Intern,0.0,"Python, Machine Learning, SQL, Data Analysis",Rejected,347308,Unknown,False,Yes,1.0
APP-0543,Jessica,Lopez,JESSICA558@EMAIL.COM,(336) 206-2049,Private College,Biology,3.87,2023.0,10-02-2024,Software Developer Intern,31.0,"Python, Machine Learning",Rejected,15351,2-4 weeks ,False,No,2.0
APP0544A,Jessica,Smith,jessica146@email.com,645-985-3319,Private College,Marketing,3.07,2026.0,2024-02-22,Data Science Intern,1.0,"Java, Tableau, Project Management, Excel, PowerPoint, Python, Data Analysis",Under Review,28529,1 month,True,True,1.0
APP_0545,SARAH,Garcia,garcia.sarah@email.com,325-537-3661,State University,Data Science,3.44,2026.0,"Jun 14, 2024",Marketing Intern,0.0,PowerPoint; Tableau; SQL; R; JavaScript,In Process,30171,2-4 weeks ,1,True,1.0
APP_0546,Jessica,Johnson,jjohnson at email.com,207-923-8715,Online University,Psychology,3.15,2022.0,2024-02-16,Marketing Intern,0.0,"PowerPoint, Data Analysis, Project Management, Java, Machine Learning, R, Communication, JavaScript",Rejected,37374,2 weeks,No,Yes,4.0
APP-0547B,Daniel,Anderson,danderson@email.com,400.478.8512,COMMUNITY COLLEGE,Economics,4.0,2024.0,2024-01-28,Business Analyst Intern,1.0,"Data Analysis, Communication, SQL, PowerPoint, Java, R, Project Management, JavaScript", rejected ,19768,Unknown,0,False,4.0
APP-0548,Sarah,Rodriguez,rodriguez.sarah@email.com,+14427085662,International University,Business Administration,3.68,2024.0,"Jan 12, 2024",UX Design Intern,0.0,"Project Management, R, Excel, JavaScript, Data Analysis, Tableau, Machine Learning",In Process,35028,Unknown,0,False,5.0
APP-0549,Daniel,Gonzalez,daniel373@email.com,(888) 708-6404,Public University,Economics,3.15,2025.0,2024-04-09,Software Developer Intern,0.0,Project Management,Accepted,22742,3 months,1,True,4.0
APP_0550A,James,Hernandez,jhernandez@email.com,362-669-4897,Liberal Arts College,Business Administration,3.53,2022.0,05-06-2024,Marketing Intern,3.0,"Communication, PowerPoint, Python, SQL, Data Analysis, Project Management",In Process,18642,1 month,1,True,1.0
APP-0551,David ,Davis,david 429 at email.com,+18719271432,State University,Psychology,3.52,2024.0,28-03-2024,Software Developer Intern,1.0,PowerPoint,Rejected,38696,Immediate,0,,3.0
APP0552,Emily,Lopez,elopez@email.com,583.545.1382,Tech Institute,Engineering,4.3,2022.0,02/23/2024,UX Design Intern,0.0,"Java, Tableau, SQL",Under Review,36259,1 month,True,,2.0
APP0553,Laura ,Johnson,ljohnson@email.com,523.492.6310,Liberal Arts College,Computer Science,3.73,2022.0,02/08/2024,UX Design Intern,0.0,"SQL, Tableau", rejected ,31091, ASAP,1,no,5.0
APP0554,Matthew,Davis,mdavis@email.com,652.203.5466,State University,Communications,2.75,2025.0,"Jun 04, 2024",UX Design Intern,1.0,Data Analysis,review,Negotiable,3 months,True,False,4.0
APP_0555,James,Miller,jmiller@email.com,512-683-7024,International University,Data Science,3.01,2024.0,21-06-2024,UX Design Intern,,Various technical skills,Submitted,30921,2 weeks,False,Yes,3.0
APP_0555,James,Miller,jmiller@email.com,512-683-7024,International University,Data Science,3.01,2024.0,21-06-2024,UX Design Intern,,Various technical skills,Submitted,30921,2 weeks,False,Yes,3.0
APP-0557,Amanda,Jones,amanda680@email.com,+19979364460,Public University,Data Science,3.09,2026.0,"Apr 18, 2024",Marketing Intern,2.0,"Communication, Project Management, ",Under Review,16521,immediate,Yes,True,5.0
APP_0558,Matthew,jones,matthew979@email.com,+15382278155,Tech Institute,Computer Science,3.39,2022.0,12-05-2024,UX Design Intern,1.0,"MACHINE LEARNING, DATA ANALYSIS, COMMUNICATION, R, JAVASCRIPT, TABLEAU, JAVA",ACCEPTED,32428,Immediate,False,No,5.0
