applicant_id,first_name,last_name,email,phone,university,gpa,country,timezone,application_date,submission_time,submission_duration_min,position_applied,years_experience,technical_skills_count,soft_skills_count,resume_file_size_kb,device_type,ip_address,referral_source,email_domain,is_fraudulent,fraud_type,application_datetime,email_username_length,has_suspicious_domain,name_length_ratio,suspicious_ip,submission_speed,application_hour,is_night_hour
APP_FRAUD_0118,Cyglwk,Bhywzxcw,328227@spam.net,+813-881-590-5760,International University,3.64,Unknown,UTC,2024-05-20,00:04:00,1,Data Science Intern,5,6,6,36,Automated Script,10.0.159.1,Direct,spam.net,True,rapid_fire,2024-05-20 00:04:00,6,1,0.7,1,0.16666666666666666,0,1
APP_000243,Chris,Williams,chris.williams861@hotmail.com,+1-993-512-8978,International University,3.17,China,CET,2024-03-25,16:00:00,79,Data Science Intern,0,3,4,360,Mobile iOS,192.168.92.21,Company Website,hotmail.com,False,,2024-03-25 16:00:00,17,0,0.65,0,26.333333333333332,16,0
APP_FRAUD_0157,Skyvgm,Fyglobux,846103@fake.com,+448-453-189-4135,Community College,3.72,Canada,,2024-02-03,00:04:00,5,Marketing Intern,7,9,8,21,Automated Script,10.0.8.1,,fake.com,True,rapid_fire,2024-02-03 00:04:00,6,1,0.7,1,0.5555555555555556,0,1
APP_001673,Emily,Miller,emily.miller512@hotmail.com,+1-746-244-5972,Online University,3.11,Germany,EST,2024-01-01,13:00:00,89,Research Assistant,3,3,2,327,Windows Firefox,192.168.230.24,Company Website,hotmail.com,False,,2024-01-01 13:00:00,15,0,0.55,0,29.666666666666668,13,0
APP_000629,Chris,Garcia,chris.garcia820@gmail.com,+1-323-777-7380,State University,3.9,Australia,GMT,2024-04-18,11:00:00,23,Business Analyst Intern,1,4,2,380,Windows Firefox,192.168.118.167,Job Portal,gmail.com,False,,2024-04-18 11:00:00,15,0,0.55,0,5.75,11,0
APP_001184,Emily,Johnson,emily.johnson409@company.com,+1-523-210-3730,Online University,3.24,India,GMT,2024-03-15,17:00:00,23,Business Analyst Intern,0,5,2,217,Windows Firefox,192.168.75.248,LinkedIn,company.com,False,,2024-03-15 17:00:00,16,0,0.6,0,4.6,17,0
APP_001230,John,Johnson,john.johnson351@yahoo.com,+1-478-512-8308,Community College,3.55,UK,IST,2024-03-10,10:00:00,38,Software Developer Intern,1,5,4,61,Windows Chrome,192.168.150.54,LinkedIn,yahoo.com,False,,2024-03-10 10:00:00,15,0,0.55,0,7.6,10,0
APP_FRAUD_0097,User,Test,user944@invalid.com,+944-345-988-2017,No University,1.41,Canada,Unknown,2024-01-18,11:00:00,8,Research Assistant,2,8,7,76,Unknown Browser,192.168.142.206,Direct,invalid.com,True,inconsistent_data,2024-01-18 11:00:00,7,0,0.4,0,1.0,11,0
APP_001516,Emily,Garcia,emily.garcia975@hotmail.com,+1-957-435-1808,Liberal Arts College,2.65,India,CST,2024-05-19,11:00:00,99,Software Developer Intern,0,5,3,267,Windows Chrome,192.168.160.23,LinkedIn,hotmail.com,False,,2024-05-19 11:00:00,15,0,0.55,0,19.8,11,0
APP_000212,Jane,Miller,jane.miller47@hotmail.com,+1-903-337-6615,Community College,3.33,Canada,GMT,2024-05-13,17:00:00,63,Marketing Intern,2,3,2,465,Mobile iOS,192.168.228.104,University,hotmail.com,False,,2024-05-13 17:00:00,13,0,0.5,0,21.0,17,0
APP_FRAUD_0288,Admin,Example,admin616@invalid.com,+529-421-967-7889,Fake University,1.75,Canada,Unknown,2024-02-18,07:00:00,4,Software Developer Intern,6,6,8,91,Unknown Browser,192.168.115.21,Direct,invalid.com,True,inconsistent_data,2024-02-18 07:00:00,8,0,0.6,0,0.6666666666666666,7,0
APP_001035,Jane,Williams,jane.williams76@yahoo.com,+1-409-931-7674,State University,3.83,India,IST,2024-03-04,14:00:00,104,Software Developer Intern,2,3,3,418,Mac Safari,192.168.211.105,University,yahoo.com,False,,2024-03-04 14:00:00,15,0,0.6,0,34.666666666666664,14,0
APP_000815,Emily,Jones,emily.jones763@yahoo.com,+1-676-672-6314,Community College,3.42,UK,IST,2024-02-13,09:00:00,108,Research Assistant,2,5,3,128,Windows Firefox,192.168.105.37,Job Portal,yahoo.com,False,,2024-02-13 09:00:00,14,0,0.5,0,21.6,9,0
APP_000156,Lisa,Brown,lisa.brown172@gmail.com,+1-495-372-8492,International University,3.33,USA,PST,2024-03-15,09:00:00,55,Research Assistant,2,2,4,108,Mac Safari,192.168.138.69,Company Website,gmail.com,False,,2024-03-15 09:00:00,13,0,0.45,0,27.5,9,0
APP_000324,Jane,Smith,jane.smith319@gmail.com,+1-791-976-6114,Online University,2.59,India,CST,2024-04-29,09:00:00,33,Software Developer Intern,1,4,2,148,Windows Firefox,192.168.6.74,Company Website,gmail.com,False,,2024-04-29 09:00:00,13,0,0.45,0,8.25,9,0
APP_000126,Emily,Smith,emily.smith183@company.com,+1-505-674-9920,Community College,3.02,Brazil,IST,2024-02-02,12:00:00,20,Business Analyst Intern,2,5,2,176,Windows Chrome,192.168.251.118,Company Website,company.com,False,,2024-02-02 12:00:00,14,0,0.5,0,4.0,12,0
APP_001260,Lisa,Williams,lisa.williams229@hotmail.com,+1-741-892-8268,International University,3.33,China,CET,2024-01-31,09:00:00,80,Data Science Intern,0,5,2,449,Mac Safari,192.168.143.120,University,hotmail.com,False,,2024-01-31 09:00:00,16,0,0.6,0,16.0,9,0
APP_000082,John,Brown,john.brown106@hotmail.com,+1-648-649-9586,International University,3.75,India,IST,2024-06-14,11:00:00,25,Business Analyst Intern,0,3,3,240,Mac Safari,192.168.182.235,Company Website,hotmail.com,False,,2024-06-14 11:00:00,13,0,0.45,0,8.333333333333334,11,0
APP_000956,David,Miller,david.miller566@company.com,+1-593-852-5066,Tech Institute,3.92,Australia,EST,2024-05-13,13:00:00,38,Marketing Intern,3,2,3,60,Windows Firefox,192.168.149.198,Company Website,company.com,False,,2024-05-13 13:00:00,15,0,0.55,0,19.0,13,0
APP_000377,Chris,Johnson,chris.johnson503@hotmail.com,+1-595-581-1199,Liberal Arts College,3.11,USA,CET,2024-04-02,15:00:00,38,Marketing Intern,2,4,3,278,Mobile iOS,192.168.95.224,University,hotmail.com,False,,2024-04-02 15:00:00,16,0,0.6,0,9.5,15,0
APP_FRAUD_0201,Maria,Davis,maria.davis@synthetic-mail.com,+863-743-928-4909,Liberal Arts College,3.69,India,UTC,2024-05-29,20:00:00,6,Marketing Intern,7,8,5,91,Windows Chrome,192.168.249.114,Direct,synthetic-mail.com,True,synthetic_identity,2024-05-29 20:00:00,11,1,0.5,0,0.75,20,0
APP_000168,Emily,Williams,emily.williams136@outlook.com,+1-988-274-1273,International University,3.69,Brazil,CST,2024-05-19,11:00:00,117,Data Science Intern,1,2,3,160,Mobile iOS,192.168.245.11,University,outlook.com,False,,2024-05-19 11:00:00,17,0,0.65,0,58.5,11,0
APP_000074,Mike,Williams,mike.williams320@hotmail.com,+1-283-478-8259,Online University,3.03,India,EST,2024-02-09,11:00:00,116,Research Assistant,0,5,4,276,Windows Chrome,192.168.173.107,Company Website,hotmail.com,False,,2024-02-09 11:00:00,16,0,0.6,0,23.2,11,0
APP_000829,John,Garcia,john.garcia864@yahoo.com,+1-356-340-9201,Liberal Arts College,3.45,Australia,EST,2024-01-11,12:00:00,117,Marketing Intern,2,5,4,393,Mac Safari,192.168.244.102,University,yahoo.com,False,,2024-01-11 12:00:00,14,0,0.5,0,23.4,12,0
APP_000468,Sarah,Miller,sarah.miller614@company.com,+1-866-891-1425,Community College,3.53,USA,GMT,2024-04-08,16:00:00,74,Business Analyst Intern,0,4,4,148,Windows Chrome,192.168.87.28,University,company.com,False,,2024-04-08 16:00:00,15,0,0.55,0,18.5,16,0
APP_000414,Mike,Smith,mike.smith411@company.com,+1-780-320-1231,Online University,3.87,Brazil,IST,2024-03-07,11:00:00,31,Business Analyst Intern,0,5,3,473,Windows Firefox,192.168.44.173,Job Portal,company.com,False,,2024-03-07 11:00:00,13,0,0.45,0,6.2,11,0
APP_001616,Emily,Johnson,emily.johnson57@outlook.com,+1-307-911-7265,Online University,3.27,Canada,CET,2024-01-22,10:00:00,22,Research Assistant,0,2,2,80,Mobile iOS,192.168.249.230,LinkedIn,outlook.com,False,,2024-01-22 10:00:00,15,0,0.6,0,11.0,10,0
APP_000075,Sarah,Miller,sarah.miller525@gmail.com,+1-883-515-1744,Tech Institute,3.56,Germany,GMT,2024-01-29,13:00:00,106,Research Assistant,1,2,2,154,Mobile iOS,192.168.135.78,LinkedIn,gmail.com,False,,2024-01-29 13:00:00,15,0,0.55,0,53.0,13,0
APP_001634,David,Miller,david.miller679@company.com,+1-843-732-5162,Community College,3.14,China,GMT,2024-04-07,15:00:00,90,Data Science Intern,1,2,4,497,Windows Chrome,192.168.146.130,University,company.com,False,,2024-04-07 15:00:00,15,0,0.55,0,45.0,15,0
APP_000385,Jane,Miller,jane.miller135@gmail.com,+1-811-735-6604,Tech Institute,3.21,Australia,CST,2024-03-20,14:00:00,37,Marketing Intern,3,2,4,467,Mobile iOS,192.168.228.31,LinkedIn,gmail.com,False,,2024-03-20 14:00:00,14,0,0.5,0,18.5,14,0
APP_000911,Jane,Garcia,jane.garcia832@gmail.com,+1-617-205-9568,Liberal Arts College,3.36,Australia,PST,2024-02-02,11:00:00,114,Business Analyst Intern,1,3,3,330,Mac Safari,192.168.254.61,University,gmail.com,False,,2024-02-02 11:00:00,14,0,0.5,0,38.0,11,0
APP_000556,John,Miller,john.miller365@yahoo.com,+1-963-904-7258,Online University,3.34,Canada,PST,2024-03-06,09:00:00,88,Marketing Intern,1,3,3,162,Windows Chrome,192.168.185.84,Company Website,yahoo.com,False,,2024-03-06 09:00:00,14,0,0.5,0,29.333333333333332,9,0
APP_001567,Mike,Jones,mike.jones473@hotmail.com,+1-512-823-7725,Tech Institute,2.88,Germany,GMT,2024-02-15,15:00:00,33,Research Assistant,2,2,2,343,Mobile iOS,192.168.153.215,LinkedIn,hotmail.com,False,,2024-02-15 15:00:00,13,0,0.45,0,16.5,15,0
APP_000858,David,Miller,david.miller549@company.com,+1-904-803-3248,Community College,3.24,Germany,CST,2024-04-30,17:00:00,82,Marketing Intern,1,2,4,300,Mobile iOS,192.168.194.250,Company Website,company.com,False,,2024-04-30 17:00:00,15,0,0.55,0,41.0,17,0
APP_001343,John,Williams,john.williams254@hotmail.com,+1-274-872-4181,Community College,3.5,Australia,CST,2024-01-31,11:00:00,60,Business Analyst Intern,1,4,3,99,Mac Safari,192.168.247.4,University,hotmail.com,False,,2024-01-31 11:00:00,16,0,0.6,0,15.0,11,0
APP_000705,John,Williams,john.williams982@outlook.com,+1-284-554-2661,Online University,3.3,China,PST,2024-04-11,17:00:00,33,Research Assistant,1,2,2,213,Mobile iOS,192.168.207.33,Job Portal,outlook.com,False,,2024-04-11 17:00:00,16,0,0.6,0,16.5,17,0
APP_000293,Mike,Johnson,mike.johnson272@hotmail.com,+1-422-951-2264,Online University,3.45,UK,PST,2024-03-06,13:00:00,31,Marketing Intern,1,5,2,299,Mobile iOS,192.168.146.212,University,hotmail.com,False,,2024-03-06 13:00:00,15,0,0.55,0,6.2,13,0
APP_001687,Jane,Garcia,jane.garcia43@yahoo.com,+1-897-363-1059,State University,3.84,Australia,CST,2024-03-27,10:00:00,39,Research Assistant,3,4,3,237,Windows Chrome,192.168.38.243,Company Website,yahoo.com,False,,2024-03-27 10:00:00,13,0,0.5,0,9.75,10,0
APP_001461,Jane,Johnson,jane.johnson356@gmail.com,+1-858-743-3150,State University,3.18,Germany,PST,2024-03-22,16:00:00,38,Research Assistant,2,4,2,377,Mac Safari,192.168.197.180,Company Website,gmail.com,False,,2024-03-22 16:00:00,15,0,0.55,0,9.5,16,0
APP_000325,Emily,Miller,emily.miller452@gmail.com,+1-837-773-9422,State University,3.33,Canada,PST,2024-02-10,13:00:00,34,Software Developer Intern,2,4,4,213,Windows Chrome,192.168.246.70,LinkedIn,gmail.com,False,,2024-02-10 13:00:00,15,0,0.55,0,8.5,13,0
APP_000549,John,Smith,john.smith677@hotmail.com,+1-389-458-9049,Liberal Arts College,3.42,UK,CST,2024-04-30,13:00:00,97,Marketing Intern,0,4,2,99,Windows Chrome,192.168.111.172,University,hotmail.com,False,,2024-04-30 13:00:00,13,0,0.45,0,24.25,13,0
APP_000172,Lisa,Brown,lisa.brown524@hotmail.com,+1-991-305-2889,Tech Institute,3.47,USA,GMT,2024-05-25,11:00:00,67,Business Analyst Intern,0,2,2,489,Mac Safari,192.168.66.221,University,hotmail.com,False,,2024-05-25 11:00:00,13,0,0.45,0,33.5,11,0
APP_000093,Lisa,Garcia,lisa.garcia491@yahoo.com,+1-404-242-6170,Liberal Arts College,3.33,China,EST,2024-04-27,09:00:00,57,Business Analyst Intern,2,5,4,292,Mac Safari,192.168.12.65,University,yahoo.com,False,,2024-04-27 09:00:00,14,0,0.5,0,11.4,9,0
APP_000654,Emily,Jones,emily.jones733@company.com,+1-980-864-2285,State University,3.41,Germany,PST,2024-04-06,09:00:00,104,Software Developer Intern,1,5,4,425,Mac Safari,192.168.98.32,University,company.com,False,,2024-04-06 09:00:00,14,0,0.5,0,20.8,9,0
APP_000344,Emily,Williams,emily.williams274@gmail.com,+1-888-802-4193,International University,3.33,Canada,CET,2024-05-29,15:00:00,79,Marketing Intern,1,3,3,330,Mac Safari,192.168.188.3,University,gmail.com,False,,2024-05-29 15:00:00,17,0,0.65,0,26.333333333333332,15,0
APP_FRAUD_0058,X Æ A-12,Test,x æ a-1290@invalid.com,+475-556-821-9901,Fake University,2.52,Germany,,2024-01-30,10:00:00,4,Software Developer Intern,6,9,5,38,Unknown Browser,192.168.210.84,Direct,invalid.com,True,inconsistent_data,2024-01-30 10:00:00,10,0,0.6,0,0.4444444444444444,10,0
APP_FRAUD_0280,Robert,Johnson,robert.johnson@synthetic-mail.com,+776-977-609-4562,Tech Institute,3.87,Multiple,Unknown,2024-01-31,02:00:00,4,Marketing Intern,8,10,6,40,Unknown Browser,192.168.113.192,Direct,synthetic-mail.com,True,synthetic_identity,2024-01-31 02:00:00,14,1,0.65,0,0.4,2,1
APP_001496,Emily,Johnson,emily.johnson535@gmail.com,+1-527-560-9285,State University,3.85,Canada,IST,2024-06-14,12:00:00,81,Software Developer Intern,2,2,4,377,Windows Firefox,192.168.118.4,University,gmail.com,False,,2024-06-14 12:00:00,16,0,0.6,0,40.5,12,0
APP_001361,John,Johnson,john.johnson884@outlook.com,+1-845-804-3245,State University,3.99,Germany,GMT,2024-03-16,14:00:00,52,Marketing Intern,0,4,4,335,Windows Firefox,192.168.252.247,Company Website,outlook.com,False,,2024-03-16 14:00:00,15,0,0.55,0,13.0,14,0
APP_000776,Jane,Garcia,jane.garcia363@gmail.com,+1-921-982-3184,Community College,3.37,Canada,IST,2024-03-05,09:00:00,111,Software Developer Intern,1,5,3,325,Mobile iOS,192.168.111.179,Company Website,gmail.com,False,,2024-03-05 09:00:00,14,0,0.5,0,22.2,9,0
APP_001286,John,Brown,john.brown741@gmail.com,+1-572-971-7763,State University,3.41,Brazil,CST,2024-01-01,15:00:00,115,Software Developer Intern,0,2,4,55,Mobile iOS,192.168.255.171,University,gmail.com,False,,2024-01-01 15:00:00,13,0,0.45,0,57.5,15,0
APP_001265,Chris,Williams,chris.williams844@yahoo.com,+1-572-247-9563,Liberal Arts College,4.02,Brazil,EST,2024-01-02,16:00:00,21,Software Developer Intern,0,4,2,409,Mac Safari,192.168.51.192,University,yahoo.com,False,,2024-01-02 16:00:00,17,0,0.65,0,5.25,16,0
APP_001261,Sarah,Brown,sarah.brown115@outlook.com,+1-830-681-3533,Tech Institute,3.45,India,GMT,2024-01-08,17:00:00,108,Software Developer Intern,4,5,3,296,Windows Chrome,192.168.200.126,University,outlook.com,False,,2024-01-08 17:00:00,14,0,0.5,0,21.6,17,0
APP_FRAUD_0123,Qqgitv,Mdwiosro,454067@spam.net,+636-887-217-7894,Tech Institute,3.75,Unknown,Unknown,2024-03-11,00:02:00,3,Marketing Intern,5,10,6,40,Automated Script,10.0.223.1,Unknown,spam.net,True,rapid_fire,2024-03-11 00:02:00,6,1,0.7,1,0.3,0,1
APP_001539,Sarah,Williams,sarah.williams97@gmail.com,+1-900-425-8434,Online University,3.63,Australia,CET,2024-03-18,14:00:00,65,Data Science Intern,2,5,2,292,Windows Firefox,192.168.194.48,University,gmail.com,False,,2024-03-18 14:00:00,16,0,0.65,0,13.0,14,0
APP_001153,David,Brown,david.brown480@outlook.com,+1-667-573-1175,Community College,4.0,India,CET,2024-06-26,10:00:00,105,Research Assistant,4,3,3,362,Mobile iOS,192.168.201.157,Company Website,outlook.com,False,,2024-06-26 10:00:00,14,0,0.5,0,35.0,10,0
APP_000387,John,Miller,john.miller676@company.com,+1-883-210-2581,State University,3.59,USA,GMT,2024-01-31,13:00:00,25,Business Analyst Intern,2,3,4,152,Windows Chrome,192.168.78.48,Company Website,company.com,False,,2024-01-31 13:00:00,14,0,0.5,0,8.333333333333334,13,0
APP_001086,Lisa,Garcia,lisa.garcia912@company.com,+1-983-653-4133,Tech Institute,3.7,Germany,EST,2024-04-22,13:00:00,25,Research Assistant,1,2,3,412,Mobile iOS,192.168.26.191,Company Website,company.com,False,,2024-04-22 13:00:00,14,0,0.5,0,12.5,13,0
APP_000442,Chris,Brown,chris.brown660@yahoo.com,+1-508-286-1605,International University,3.25,Australia,CET,2024-03-29,15:00:00,119,Marketing Intern,2,5,4,418,Mac Safari,192.168.226.190,LinkedIn,yahoo.com,False,,2024-03-29 15:00:00,14,0,0.5,0,23.8,15,0
APP_000409,Mike,Williams,mike.williams487@hotmail.com,+1-887-445-5144,International University,3.48,Canada,EST,2024-06-14,09:00:00,114,Research Assistant,2,4,4,408,Windows Chrome,192.168.177.93,University,hotmail.com,False,,2024-06-14 09:00:00,16,0,0.6,0,28.5,9,0
APP_000311,John,Johnson,john.johnson465@company.com,+1-950-326-2494,State University,3.16,UK,GMT,2024-01-24,13:00:00,61,Research Assistant,1,4,2,318,Mac Safari,192.168.184.182,Job Portal,company.com,False,,2024-01-24 13:00:00,15,0,0.55,0,15.25,13,0
APP_000557,Sarah,Jones,sarah.jones645@outlook.com,+1-690-295-9125,Tech Institute,3.66,China,GMT,2024-02-29,15:00:00,67,Research Assistant,1,3,2,146,Mac Safari,192.168.231.146,Job Portal,outlook.com,False,,2024-02-29 15:00:00,14,0,0.5,0,22.333333333333332,15,0
APP_001219,John,Johnson,john.johnson313@yahoo.com,+1-867-965-6884,International University,3.36,India,IST,2024-05-06,12:00:00,90,Software Developer Intern,2,3,2,257,Mobile iOS,192.168.114.73,Job Portal,yahoo.com,False,,2024-05-06 12:00:00,15,0,0.55,0,30.0,12,0
APP_FRAUD_0192,Mike,Brownsen,mike.brown9767@hotmail.com,+955-364-270-2200,International University,3.83,Brazil,Unknown,2024-05-28,11:00:00,7,Research Assistant,7,10,6,23,Automated Script,10.0.189.1,Direct,hotmail.com,True,duplicate_submission,2024-05-28 11:00:00,14,0,0.6,1,0.7,11,0
APP_001130,Chris,Garcia,chris.garcia59@company.com,+1-574-595-2036,Liberal Arts College,2.62,Canada,CET,2024-04-12,12:00:00,93,Marketing Intern,1,5,2,235,Mobile iOS,192.168.169.82,Company Website,company.com,False,,2024-04-12 12:00:00,14,0,0.55,0,18.6,12,0
APP_001404,Chris,Brown,chris.brown733@company.com,+1-692-998-3404,International University,3.38,USA,EST,2024-01-13,16:00:00,95,Business Analyst Intern,0,3,3,333,Mac Safari,192.168.57.156,LinkedIn,company.com,False,,2024-01-13 16:00:00,14,0,0.5,0,31.666666666666668,16,0
APP_000874,Emily,Miller,emily.miller176@hotmail.com,+1-249-680-3554,Tech Institute,3.69,USA,IST,2024-05-09,09:00:00,70,Software Developer Intern,2,4,4,450,Mac Safari,192.168.43.72,Job Portal,hotmail.com,False,,2024-05-09 09:00:00,15,0,0.55,0,17.5,9,0
APP_FRAUD_0116,Jane,Wilson,jane.wilson@synthetic-mail.com,+840-231-218-2908,Liberal Arts College,3.87,,Unknown,2024-04-19,17:00:00,8,Software Developer Intern,6,10,5,99,Unknown Browser,192.168.23.48,,synthetic-mail.com,True,synthetic_identity,2024-04-19 17:00:00,11,1,0.5,0,0.8,17,0
APP_001266,Sarah,Jones,sarah.jones141@hotmail.com,+1-309-956-7964,International University,3.54,Canada,IST,2024-01-17,12:00:00,23,Data Science Intern,0,2,3,489,Windows Chrome,192.168.78.59,University,hotmail.com,False,,2024-01-17 12:00:00,14,0,0.5,0,11.5,12,0
APP_001468,David,Johnson,david.johnson491@outlook.com,+1-670-992-9173,Tech Institute,3.66,China,CET,2024-06-05,15:00:00,57,Marketing Intern,2,2,4,194,Windows Firefox,192.168.78.173,LinkedIn,outlook.com,False,,2024-06-05 15:00:00,16,0,0.6,0,28.5,15,0
APP_001400,Lisa,Brown,lisa.brown595@hotmail.com,+1-521-407-9598,State University,3.29,Canada,EST,2024-06-09,16:00:00,73,Business Analyst Intern,1,2,3,433,Mobile iOS,192.168.81.54,Job Portal,hotmail.com,False,,2024-06-09 16:00:00,13,0,0.45,0,36.5,16,0
APP_001425,Chris,Brown,chris.brown98@company.com,+1-302-940-9780,Community College,3.22,UK,EST,2024-06-27,17:00:00,67,Software Developer Intern,0,2,3,155,Windows Chrome,192.168.16.150,University,company.com,False,,2024-06-27 17:00:00,13,0,0.5,0,33.5,17,0
APP_000832,Lisa,Smith,lisa.smith457@company.com,+1-309-960-4368,Tech Institute,2.76,Brazil,PST,2024-02-17,10:00:00,25,Business Analyst Intern,0,4,4,395,Mobile iOS,192.168.206.55,Company Website,company.com,False,,2024-02-17 10:00:00,13,0,0.45,0,6.25,10,0
APP_FRAUD_0266,Oseupe,Vwqchoxh,218387@fake.com,+836-625-470-7500,Tech Institute,3.72,Brazil,,2024-01-29,00:02:00,1,Software Developer Intern,5,10,5,46,Automated Script,10.0.193.1,Direct,fake.com,True,rapid_fire,2024-01-29 00:02:00,6,1,0.7,1,0.1,0,1
APP_000588,Sarah,Johnson,sarah.johnson796@outlook.com,+1-675-622-7484,State University,3.17,Brazil,EST,2024-02-20,16:00:00,35,Marketing Intern,1,3,4,195,Windows Firefox,192.168.248.69,Company Website,outlook.com,False,,2024-02-20 16:00:00,16,0,0.6,0,11.666666666666666,16,0
APP_FRAUD_0117,Nzbhwo,Enpoqspr,416689@fake.com,+590-989-704-1591,Online University,3.71,Germany,Unknown,2024-02-10,00:01:00,1,Data Science Intern,5,7,6,51,Automated Script,10.0.212.1,Unknown,fake.com,True,rapid_fire,2024-02-10 00:01:00,6,1,0.7,1,0.14285714285714285,0,1
APP_001698,David,Johnson,david.johnson416@outlook.com,+1-233-426-7759,International University,3.99,China,PST,2024-04-03,13:00:00,96,Software Developer Intern,0,2,4,439,Mac Safari,192.168.237.22,Company Website,outlook.com,False,,2024-04-03 13:00:00,16,0,0.6,0,48.0,13,0
APP_000472,Mike,Smith,mike.smith466@gmail.com,+1-838-418-4916,Community College,3.6,Australia,PST,2024-01-01,12:00:00,108,Marketing Intern,1,5,2,254,Mac Safari,192.168.120.48,University,gmail.com,False,,2024-01-01 12:00:00,13,0,0.45,0,21.6,12,0
APP_000027,Jane,Brown,jane.brown425@company.com,+1-351-871-1090,State University,3.2,UK,CET,2024-06-27,15:00:00,83,Research Assistant,2,3,2,461,Mobile iOS,192.168.63.246,Job Portal,company.com,False,,2024-06-27 15:00:00,13,0,0.45,0,27.666666666666668,15,0
APP_001630,Lisa,Williams,lisa.williams919@hotmail.com,+1-750-925-8493,Liberal Arts College,3.76,Germany,IST,2024-06-09,11:00:00,84,Data Science Intern,2,2,4,375,Mobile iOS,192.168.71.75,Job Portal,hotmail.com,False,,2024-06-09 11:00:00,16,0,0.6,0,42.0,11,0
APP_000137,Mike,Smith,mike.smith941@gmail.com,+1-606-280-7112,Community College,3.75,China,PST,2024-02-19,17:00:00,52,Research Assistant,1,3,4,165,Windows Firefox,192.168.69.77,University,gmail.com,False,,2024-02-19 17:00:00,13,0,0.45,0,17.333333333333332,17,0
APP_000732,Emily,Jones,emily.jones495@company.com,+1-481-894-9242,Liberal Arts College,3.34,Canada,CET,2024-03-17,13:00:00,88,Research Assistant,0,2,2,299,Mac Safari,192.168.88.2,Company Website,company.com,False,,2024-03-17 13:00:00,14,0,0.5,0,44.0,13,0
APP_001415,Jane,Garcia,jane.garcia855@hotmail.com,+1-915-259-5180,International University,3.69,India,PST,2024-03-17,13:00:00,105,Software Developer Intern,1,5,3,197,Mobile iOS,192.168.99.7,LinkedIn,hotmail.com,False,,2024-03-17 13:00:00,14,0,0.5,0,21.0,13,0
APP_001055,Lisa,Jones,lisa.jones294@company.com,+1-886-568-5286,Liberal Arts College,3.3,India,GMT,2024-03-29,11:00:00,55,Research Assistant,2,2,4,157,Windows Firefox,192.168.66.210,Company Website,company.com,False,,2024-03-29 11:00:00,13,0,0.45,0,27.5,11,0
APP_000034,Mike,Johnson,mike.johnson130@outlook.com,+1-577-371-2876,Tech Institute,3.38,India,IST,2024-02-25,16:00:00,109,Marketing Intern,2,2,4,63,Windows Firefox,192.168.197.238,Company Website,outlook.com,False,,2024-02-25 16:00:00,15,0,0.55,0,54.5,16,0
APP_001522,Chris,Miller,chris.miller333@yahoo.com,+1-498-794-4962,Liberal Arts College,3.22,China,IST,2024-06-13,17:00:00,97,Business Analyst Intern,1,2,2,215,Windows Chrome,192.168.119.88,Job Portal,yahoo.com,False,,2024-06-13 17:00:00,15,0,0.55,0,48.5,17,0
APP_000171,Mike,Brown,mike.brown976@hotmail.com,+1-320-989-1480,Liberal Arts College,3.15,Canada,PST,2024-04-05,11:00:00,115,Research Assistant,1,4,4,82,Windows Firefox,192.168.188.68,University,hotmail.com,False,,2024-04-05 11:00:00,13,0,0.45,0,28.75,11,0
APP_000157,John,Miller,john.miller737@outlook.com,+1-469-556-2425,Community College,3.65,UK,GMT,2024-01-27,12:00:00,58,Data Science Intern,2,3,2,465,Windows Chrome,192.168.116.189,Company Website,outlook.com,False,,2024-01-27 12:00:00,14,0,0.5,0,19.333333333333332,12,0
APP_001440,Jane,Smith,jane.smith404@company.com,+1-709-413-8765,Tech Institute,3.49,UK,CET,2024-04-28,10:00:00,23,Research Assistant,1,2,3,403,Mac Safari,192.168.6.43,University,company.com,False,,2024-04-28 10:00:00,13,0,0.45,0,11.5,10,0
APP_FRAUD_0144,Tblepz,Bdtrxiyj,564835@temp-mail.org,+772-893-939-5225,Community College,3.79,Unknown,,2024-03-02,00:00:00,5,Research Assistant,5,7,7,21,Automated Script,10.0.234.1,Unknown,temp-mail.org,True,rapid_fire,2024-03-02 00:00:00,6,1,0.7,1,0.7142857142857143,0,1
APP_000153,Emily,Jones,emily.jones398@company.com,+1-376-889-5873,International University,3.39,Brazil,IST,2024-01-30,14:00:00,65,Business Analyst Intern,1,2,4,118,Mobile iOS,192.168.159.81,University,company.com,False,,2024-01-30 14:00:00,14,0,0.5,0,32.5,14,0
APP_FRAUD_0292,Emily,Williamssen,emily.williams5237@hotmail.com,+844-609-160-5239,Liberal Arts College,3.99,Brazil,,2024-03-10,04:00:00,8,Research Assistant,7,9,5,24,Automated Script,10.0.33.1,Direct,hotmail.com,True,duplicate_submission,2024-03-10 04:00:00,18,0,0.8,1,0.8888888888888888,4,1
APP_001623,Chris,Garcia,chris.garcia934@company.com,+1-862-331-3261,International University,3.35,UK,EST,2024-02-22,15:00:00,104,Data Science Intern,2,2,2,459,Windows Chrome,192.168.107.187,LinkedIn,company.com,False,,2024-02-22 15:00:00,15,0,0.55,0,52.0,15,0
